"","Date.Time","Tmp_XL","pH_XL","Salt_XL","Tmp_L","pH_L","Salt_L","Tmp_A","pH_A","Salt_A"
"4","07/25/2018 00:00:00","27.3","7.43","31.4","27.4","7.60","33.4","27.3","7.81","34.9"
"5","07/25/2018 00:05:00","27.3","7.41","31.4","27.4","7.62","33.5","27.3","7.81","34.9"
"6","07/25/2018 00:10:00","27.3","7.42","31.4","27.4","7.60","33.4","27.3","7.81","34.9"
"7","07/25/2018 00:15:00","27.3","7.40","31.4","27.4","7.60","33.5","27.3","7.81","34.9"
"8","07/25/2018 00:20:00","27.3","7.41","31.4","27.3","7.60","33.4","27.3","7.81","34.9"
"9","07/25/2018 00:25:00","27.3","7.43","31.4","27.3","7.62","33.5","27.3","7.81","34.9"
"10","07/25/2018 00:30:00","27.3","7.40","31.4","27.3","7.62","33.5","27.3","7.81","34.9"
"11","07/25/2018 00:35:00","27.3","7.43","31.4","27.3","7.60","33.5","27.3","7.81","34.9"
"12","07/25/2018 00:40:00","27.3","7.43","31.4","27.3","7.60","33.4","27.3","7.81","34.8"
"13","07/25/2018 00:45:00","27.3","7.41","31.4","27.3","7.62","33.5","27.3","7.81","34.8"
"14","07/25/2018 00:50:00","27.3","7.43","31.4","27.3","7.62","33.5","27.3","7.81","34.8"
"15","07/25/2018 00:55:00","27.3","7.41","31.4","27.3","7.60","33.5","27.3","7.81","34.8"
"16","07/25/2018 01:00:00","27.3","7.43","31.4","27.3","7.60","33.5","27.3","7.81","34.8"
"17","07/25/2018 01:05:00","27.3","7.40","31.4","27.3","7.60","33.4","27.2","7.81","34.9"
"18","07/25/2018 01:10:00","27.3","7.41","31.4","27.3","7.62","33.5","27.2","7.81","34.9"
"19","07/25/2018 01:15:00","27.3","7.42","31.4","27.3","7.60","33.5","27.2","7.81","34.9"
"20","07/25/2018 01:20:00","27.3","7.41","31.4","27.3","7.60","33.5","27.2","7.81","34.7"
"21","07/25/2018 01:25:00","27.3","7.43","31.4","27.3","7.62","33.5","27.2","7.81","34.8"
"22","07/25/2018 01:30:00","27.3","7.41","31.4","27.3","7.62","33.3","27.2","7.81","34.8"
"23","07/25/2018 01:35:00","27.3","7.43","31.4","27.3","7.60","33.4","27.2","7.81","34.7"
"24","07/25/2018 01:40:00","27.3","7.41","31.4","27.3","7.60","33.4","27.2","7.82","34.7"
"25","07/25/2018 01:45:00","27.3","7.43","31.4","27.3","7.62","33.5","27.2","7.82","34.8"
"26","07/25/2018 01:50:00","27.3","7.40","31.4","27.3","7.62","33.5","27.2","7.82","34.8"
"27","07/25/2018 01:55:00","27.3","7.43","31.4","27.3","7.60","33.3","27.2","7.82","34.8"
"28","07/25/2018 02:00:00","27.3","7.40","31.4","27.3","7.60","33.4","27.2","7.82","34.8"
"29","07/25/2018 02:05:00","27.3","7.43","31.4","27.3","7.62","33.4","27.2","7.82","34.8"
"30","07/25/2018 02:10:00","27.3","7.40","31.4","27.3","7.60","33.4","27.2","7.82","34.8"
"31","07/25/2018 02:15:00","27.3","7.43","31.4","27.3","7.60","33.4","27.2","7.82","34.8"
"32","07/25/2018 02:20:00","27.3","7.40","31.4","27.3","7.62","33.4","27.2","7.82","34.8"
"33","07/25/2018 02:25:00","27.3","7.41","31.4","27.3","7.62","33.3","27.2","7.82","34.8"
"34","07/25/2018 02:30:00","27.3","7.40","31.4","27.3","7.60","33.4","27.2","7.82","34.8"
"35","07/25/2018 02:35:00","27.3","7.43","31.4","27.3","7.62","33.5","27.2","7.82","34.8"
"36","07/25/2018 02:40:00","27.3","7.43","31.4","27.3","7.62","33.4","27.2","7.82","34.8"
"37","07/25/2018 02:45:00","27.3","7.41","31.4","27.3","7.60","33.3","27.2","7.82","34.8"
"38","07/25/2018 02:50:00","27.3","7.42","31.4","27.3","7.60","33.4","27.2","7.82","34.8"
"39","07/25/2018 02:55:00","27.3","7.42","31.4","27.3","7.62","33.4","27.2","7.82","34.8"
"40","07/25/2018 03:00:00","27.3","7.43","31.4","27.3","7.62","33.3","27.2","7.82","34.8"
"41","07/25/2018 03:05:00","27.3","7.40","31.4","27.3","7.60","33.4","27.2","7.82","34.8"
"42","07/25/2018 03:10:00","27.3","7.41","31.3","27.3","7.60","33.3","27.2","7.82","34.8"
"43","07/25/2018 03:15:00","27.2","7.43","31.4","27.3","7.60","33.4","27.2","7.82","34.8"
"44","07/25/2018 03:20:00","27.2","7.41","31.4","27.3","7.62","33.3","27.2","7.82","34.8"
"45","07/25/2018 03:25:00","27.2","7.42","31.4","27.3","7.62","33.4","27.2","7.82","34.8"
"46","07/25/2018 03:30:00","27.2","7.43","31.4","27.3","7.60","33.4","27.2","7.82","34.8"
"47","07/25/2018 03:35:00","27.2","7.41","31.4","27.3","7.60","33.4","27.2","7.82","34.8"
"48","07/25/2018 03:40:00","27.2","7.43","31.4","27.3","7.62","33.4","27.2","7.82","34.8"
"49","07/25/2018 03:45:00","27.2","7.40","31.4","27.3","7.62","33.3","27.2","7.82","34.8"
"50","07/25/2018 03:50:00","27.2","7.41","31.4","27.3","7.60","33.3","27.2","7.82","34.8"
"51","07/25/2018 03:55:00","27.2","7.43","31.4","27.3","7.60","33.3","27.2","7.82","34.8"
"52","07/25/2018 04:00:00","27.2","7.40","31.4","27.2","7.62","33.3","27.2","7.82","34.7"
"53","07/25/2018 04:05:00","27.2","7.41","31.4","27.2","7.62","33.3","27.2","7.82","34.7"
"54","07/25/2018 04:10:00","27.2","7.43","31.4","27.2","7.60","33.3","27.2","7.82","34.8"
"55","07/25/2018 04:15:00","27.2","7.40","31.4","27.2","7.60","33.3","27.2","7.82","34.8"
"56","07/25/2018 04:20:00","27.2","7.41","31.4","27.2","7.62","33.4","27.2","7.82","34.6"
"57","07/25/2018 04:25:00","27.2","7.42","31.4","27.2","7.62","33.3","27.2","7.82","34.6"
"58","07/25/2018 04:30:00","27.2","7.40","31.4","27.2","7.60","33.3","27.2","7.82","34.6"
"59","07/25/2018 04:35:00","27.2","7.41","31.4","27.2","7.60","33.4","27.2","7.82","34.6"
"60","07/25/2018 04:40:00","27.2","7.43","31.4","27.2","7.62","33.3","27.2","7.82","34.6"
"61","07/25/2018 04:45:00","27.2","7.41","31.4","27.2","7.62","33.4","27.2","7.82","34.6"
"62","07/25/2018 04:50:00","27.2","7.43","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"63","07/25/2018 04:55:00","27.2","7.40","31.4","27.2","7.60","33.3","27.2","7.82","34.6"
"64","07/25/2018 05:00:00","27.2","7.41","31.4","27.2","7.62","33.3","27.1","7.82","34.6"
"65","07/25/2018 05:05:00","27.2","7.43","31.4","27.2","7.62","33.3","27.1","7.82","34.6"
"66","07/25/2018 05:10:00","27.2","7.40","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"67","07/25/2018 05:15:00","27.2","7.41","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"68","07/25/2018 05:20:00","27.2","7.43","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"69","07/25/2018 05:25:00","27.2","7.40","31.4","27.2","7.62","33.3","27.1","7.82","34.6"
"70","07/25/2018 05:30:00","27.2","7.41","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"71","07/25/2018 05:35:00","27.2","7.43","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"72","07/25/2018 05:40:00","27.2","7.40","31.4","27.2","7.62","33.3","27.1","7.82","34.6"
"73","07/25/2018 05:45:00","27.2","7.41","31.4","27.2","7.62","33.3","27.1","7.82","34.6"
"74","07/25/2018 05:50:00","27.2","7.43","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"75","07/25/2018 05:55:00","27.2","7.42","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"76","07/25/2018 06:00:00","27.2","7.40","31.4","27.2","7.62","33.3","27.1","7.82","34.6"
"77","07/25/2018 06:05:00","27.2","7.41","31.4","27.2","7.62","33.3","27.1","7.82","34.6"
"78","07/25/2018 06:10:00","27.2","7.43","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"79","07/25/2018 06:15:00","27.2","7.41","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"80","07/25/2018 06:20:00","27.2","7.43","31.4","27.2","7.62","33.3","27.1","7.82","34.6"
"81","07/25/2018 06:25:00","27.2","7.40","31.4","27.2","7.62","33.3","27.1","7.82","34.6"
"82","07/25/2018 06:30:00","27.1","7.41","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"83","07/25/2018 06:35:00","27.1","7.43","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"84","07/25/2018 06:40:00","27.1","7.40","31.3","27.2","7.62","33.3","27.1","7.82","34.6"
"85","07/25/2018 06:45:00","27.1","7.41","31.4","27.2","7.62","33.3","27.1","7.82","34.6"
"86","07/25/2018 06:50:00","27.1","7.43","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"87","07/25/2018 06:55:00","27.1","7.42","31.4","27.2","7.60","33.3","27.1","7.82","34.6"
"88","07/25/2018 07:00:00","27.1","7.40","31.4","27.1","7.62","33.3","27.1","7.82","34.6"
"89","07/25/2018 07:05:00","27.1","7.40","31.2","27.1","7.60","33.3","27.1","7.82","34.6"
"90","07/25/2018 07:10:00","27.1","7.41","31.2","27.1","7.60","33.3","27.1","7.79","34.6"
"91","07/25/2018 07:15:00","27.1","7.43","31.3","27.1","7.60","33.3","27.1","7.79","34.6"
"92","07/25/2018 07:20:00","27.1","7.40","31.3","27.1","7.62","33.3","27.1","7.81","34.6"
"93","07/25/2018 07:25:00","27.1","7.41","31.3","27.1","7.62","33.3","27.1","7.81","34.6"
"94","07/25/2018 07:30:00","27.1","7.43","31.4","27.1","7.60","33.2","27.1","7.81","34.6"
"95","07/25/2018 07:35:00","27.1","7.40","31.4","27.1","7.60","33.3","27.1","7.80","34.6"
"96","07/25/2018 07:40:00","27.1","7.41","31.2","27.1","7.62","33.3","27.1","7.81","34.6"
"97","07/25/2018 07:45:00","27.1","7.43","31.4","27.1","7.60","33.3","27.1","7.80","34.6"
"98","07/25/2018 07:50:00","27.1","7.40","31.3","27.1","7.60","33.3","27.1","7.80","34.6"
"99","07/25/2018 07:55:00","27.1","7.40","31.3","27.1","7.62","33.2","27.1","7.80","34.6"
"100","07/25/2018 08:00:00","27.1","7.41","31.3","27.1","7.62","33.3","27.1","7.81","34.6"
"101","07/25/2018 08:05:00","27.1","7.43","31.3","27.1","7.60","33.3","27.0","7.80","34.6"
