"","Date.Time","Tmp_XL","pH_XL","Salt_XL","Tmp_L","pH_L","Salt_L","Tmp_A","pH_A","Salt_A"
"4","07/18/2018 00:00:00","27.6","7.40","31.5","27.6","7.57","33.6","27.6","7.81","35.0"
"5","07/18/2018 00:05:00","27.6","7.40","31.5","27.6","7.61","33.6","27.6","7.81","35.0"
"6","07/18/2018 00:10:00","27.6","7.42","31.5","27.6","7.59","33.4","27.5","7.81","35.0"
"7","07/18/2018 00:15:00","27.6","7.38","31.5","27.6","7.57","33.5","27.5","7.81","35.0"
"8","07/18/2018 00:20:00","27.5","7.40","31.5","27.6","7.61","33.5","27.5","7.81","35.0"
"9","07/18/2018 00:25:00","27.5","7.40","31.5","27.6","7.59","33.5","27.5","7.81","35.0"
"10","07/18/2018 00:30:00","27.5","7.38","31.5","27.6","7.57","33.5","27.5","7.81","35.0"
"11","07/18/2018 00:35:00","27.5","7.41","31.5","27.6","7.61","33.3","27.5","7.81","35.0"
"12","07/18/2018 00:40:00","27.5","7.38","31.4","27.5","7.60","33.3","27.5","7.81","35.0"
"13","07/18/2018 00:45:00","27.5","7.38","31.4","27.5","7.57","33.5","27.5","7.81","35.0"
"14","07/18/2018 00:50:00","27.5","7.41","31.4","27.5","7.59","33.5","27.5","7.81","35.0"
"15","07/18/2018 00:55:00","27.5","7.38","31.4","27.5","7.60","33.5","27.5","7.81","35.0"
"16","07/18/2018 01:00:00","27.5","7.41","31.4","27.5","7.59","33.5","27.5","7.81","35.0"
"17","07/18/2018 01:05:00","27.5","7.40","31.4","27.5","7.59","33.5","27.5","7.81","35.0"
"18","07/18/2018 01:10:00","27.5","7.38","31.4","27.5","7.61","33.5","27.5","7.81","35.0"
"19","07/18/2018 01:15:00","27.5","7.42","31.4","27.5","7.59","33.4","27.5","7.81","35.0"
"20","07/18/2018 01:20:00","27.5","7.38","31.4","27.5","7.57","33.3","27.5","7.80","35.0"
"21","07/18/2018 01:25:00","27.5","7.38","31.4","27.5","7.61","33.3","27.5","7.80","35.0"
"22","07/18/2018 01:30:00","27.5","7.41","31.4","27.5","7.59","33.5","27.5","7.81","34.9"
"23","07/18/2018 01:35:00","27.5","7.38","31.4","27.5","7.57","33.5","27.5","7.80","34.9"
"24","07/18/2018 01:40:00","27.5","7.38","31.4","27.5","7.61","33.5","27.5","7.80","34.9"
"25","07/18/2018 01:45:00","27.5","7.41","31.4","27.5","7.59","33.5","27.5","7.81","34.9"
"26","07/18/2018 01:50:00","27.5","7.38","31.4","27.5","7.57","33.5","27.5","7.81","34.9"
"27","07/18/2018 01:55:00","27.5","7.38","31.4","27.5","7.61","33.5","27.5","7.80","34.9"
"28","07/18/2018 02:00:00","27.5","7.41","31.4","27.5","7.59","33.5","27.5","7.80","34.9"
