"","Date.Time","Tmp_XL","pH_XL","Salt_XL","Tmp_L","pH_L","Salt_L","Tmp_A","pH_A","Salt_A"
"4","07/13/2018 00:00:00","28.2","7.37","31.9","27.5","7.62","33.4","27.5","7.80","34.9"
"5","07/13/2018 00:05:00","28.2","7.40","31.9","27.5","7.62","33.5","27.5","7.80","35.0"
"6","07/13/2018 00:10:00","28.2","7.38","31.9","27.5","7.60","33.5","27.5","7.80","35.0"
"7","07/13/2018 00:15:00","28.2","7.37","31.9","27.5","7.60","33.3","27.5","7.80","35.0"
"8","07/13/2018 00:20:00","28.2","7.39","31.9","27.4","7.62","33.3","27.5","7.79","35.0"
"9","07/13/2018 00:25:00","28.2","7.39","31.9","27.4","7.62","33.3","27.5","7.79","35.0"
"10","07/13/2018 00:30:00","28.2","7.37","31.9","27.4","7.62","33.5","27.5","7.78","35.0"
"11","07/13/2018 00:35:00","28.2","7.39","31.9","27.4","7.60","33.5","27.5","7.78","35.0"
"12","07/13/2018 00:40:00","28.2","7.41","31.9","27.4","7.60","33.5","27.5","7.78","35.0"
"13","07/13/2018 00:45:00","28.2","7.37","31.9","27.4","7.62","33.5","27.5","7.78","35.0"
"14","07/13/2018 00:50:00","28.3","7.37","31.9","27.4","7.62","33.3","27.5","7.78","35.0"
"15","07/13/2018 00:55:00","28.3","7.39","31.9","27.4","7.60","33.3","27.5","7.78","35.0"
"16","07/13/2018 01:00:00","28.2","7.39","31.9","27.4","7.60","33.3","27.5","7.79","35.0"
"17","07/13/2018 01:05:00","28.3","7.37","31.9","27.4","7.60","33.5","27.5","7.79","35.0"
"18","07/13/2018 01:10:00","28.3","7.39","31.9","27.4","7.62","33.3","27.6","7.79","35.0"
"19","07/13/2018 01:15:00","28.3","7.41","32.0","27.4","7.62","33.5","27.5","7.79","35.0"
"20","07/13/2018 01:20:00","28.3","7.37","32.0","27.4","7.60","33.3","27.6","7.79","35.0"
"21","07/13/2018 01:25:00","28.3","7.37","32.0","27.4","7.60","33.2","27.6","7.79","35.0"
"22","07/13/2018 01:30:00","28.3","7.40","32.0","27.4","7.60","33.3","27.6","7.80","35.0"
"23","07/13/2018 01:35:00","28.3","7.38","32.0","27.4","7.62","33.3","27.6","7.80","35.0"
"24","07/13/2018 01:40:00","28.3","7.37","32.0","27.4","7.62","33.3","27.6","7.80","35.0"
"25","07/13/2018 01:45:00","28.3","7.40","32.0","27.4","7.60","33.2","27.6","7.80","35.0"
