"","Date.Time","Tmp_XL","pH_XL","Salt_XL","Tmp_L","pH_L","Salt_L","Tmp_A","pH_A","Salt_A"
"4",2018-07-30 00:00:00,"27.9","7.40","31.8","28.0","7.60","33.8","27.9","7.80","35.3"
"5",2018-07-30 00:05:00,"27.9","7.41","31.8","28.0","7.62","33.8","27.9","7.80","35.3"
"6",2018-07-30 00:10:00,"27.9","7.43","31.8","28.0","7.62","33.8","27.9","7.81","35.3"
"7",2018-07-30 00:15:00,"27.9","7.40","31.8","28.0","7.62","33.9","27.9","7.80","35.3"
"8",2018-07-30 00:20:00,"27.9","7.40","31.8","28.0","7.62","33.8","27.9","7.80","35.3"
"9",2018-07-30 00:25:00,"27.9","7.42","31.8","28.0","7.62","33.8","27.9","7.80","35.3"
"10",2018-07-30 00:30:00,"27.9","7.42","31.8","28.0","7.62","33.8","27.9","7.80","35.3"
"11",2018-07-30 00:35:00,"27.9","7.40","31.8","28.0","7.60","33.8","27.9","7.81","35.3"
"12",2018-07-30 00:40:00,"27.9","7.41","31.8","28.0","7.62","33.8","27.9","7.80","35.3"
"13",2018-07-30 00:45:00,"27.9","7.42","31.8","28.0","7.60","33.8","27.9","7.80","35.3"
"14",2018-07-30 00:50:00,"27.9","7.42","31.8","28.0","7.62","33.8","27.9","7.80","35.3"
"15",2018-07-30 00:55:00,"27.9","7.40","31.8","28.0","7.62","33.8","27.9","7.81","35.3"
"16",2018-07-30 01:00:00,"27.9","7.41","31.8","28.0","7.62","33.8","27.9","7.80","35.3"
"17",2018-07-30 01:05:00,"27.9","7.42","31.8","28.0","7.62","33.8","27.9","7.80","35.3"
"18",2018-07-30 01:10:00,"27.9","7.42","31.8","28.0","7.62","33.8","27.9","7.80","35.3"
"19",2018-07-30 01:15:00,"27.9","7.40","31.8","28.0","7.60","33.8","27.9","7.80","35.3"
"20",2018-07-30 01:20:00,"27.9","7.40","31.8","28.0","7.62","33.8","27.9","7.81","35.3"
"21",2018-07-30 01:25:00,"27.8","7.41","31.7","27.9","7.60","33.8","27.9","7.80","35.3"
"22",2018-07-30 01:30:00,"27.8","7.42","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"23",2018-07-30 01:35:00,"27.8","7.42","31.7","27.9","7.60","33.8","27.8","7.80","35.3"
"24",2018-07-30 01:40:00,"27.8","7.40","31.7","27.9","7.62","33.8","27.8","7.81","35.3"
"25",2018-07-30 01:45:00,"27.8","7.42","31.7","27.9","7.60","33.8","27.8","7.80","35.3"
"26",2018-07-30 01:50:00,"27.8","7.43","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"27",2018-07-30 01:55:00,"27.8","7.40","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"28",2018-07-30 02:00:00,"27.8","7.42","31.7","27.9","7.60","33.8","27.8","7.81","35.3"
"29",2018-07-30 02:05:00,"27.8","7.43","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"30",2018-07-30 02:10:00,"27.8","7.40","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"31",2018-07-30 02:15:00,"27.8","7.42","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"32",2018-07-30 02:20:00,"27.8","7.43","31.7","27.9","7.62","33.8","27.8","7.81","35.3"
"33",2018-07-30 02:25:00,"27.8","7.40","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"34",2018-07-30 02:30:00,"27.8","7.41","31.7","27.9","7.62","33.8","27.8","7.81","35.3"
"35",2018-07-30 02:35:00,"27.8","7.42","31.7","27.9","7.62","33.8","27.8","7.81","35.3"
"36",2018-07-30 02:40:00,"27.8","7.40","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"37",2018-07-30 02:45:00,"27.8","7.42","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"38",2018-07-30 02:50:00,"27.8","7.43","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"39",2018-07-30 02:55:00,"27.8","7.40","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"40",2018-07-30 03:00:00,"27.8","7.43","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"41",2018-07-30 03:05:00,"27.8","7.40","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"42",2018-07-30 03:10:00,"27.8","7.42","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"43",2018-07-30 03:15:00,"27.8","7.42","31.7","27.9","7.60","33.8","27.8","7.80","35.3"
"44",2018-07-30 03:20:00,"27.8","7.42","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"45",2018-07-30 03:25:00,"27.8","7.42","31.7","27.9","7.62","33.8","27.8","7.81","35.3"
"46",2018-07-30 03:30:00,"27.8","7.43","31.7","27.9","7.60","33.8","27.8","7.80","35.3"
"47",2018-07-30 03:35:00,"27.8","7.40","31.7","27.9","7.62","33.8","27.8","7.81","35.3"
"48",2018-07-30 03:40:00,"27.8","7.42","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"49",2018-07-30 03:45:00,"27.8","7.41","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"50",2018-07-30 03:50:00,"27.8","7.42","31.7","27.9","7.62","33.8","27.8","7.80","35.3"
"51",2018-07-30 03:55:00,"27.8","7.40","31.7","27.9","7.60","33.8","27.8","7.81","35.2"
"52",2018-07-30 04:00:00,"27.8","7.40","31.7","27.8","7.62","33.8","27.8","7.80","35.2"
"53",2018-07-30 04:05:00,"27.8","7.42","31.7","27.8","7.62","33.8","27.8","7.80","35.2"
"54",2018-07-30 04:10:00,"27.8","7.43","31.7","27.8","7.62","33.8","27.8","7.80","35.2"
"55",2018-07-30 04:15:00,"27.8","7.42","31.7","27.8","7.62","33.8","27.8","7.81","35.2"
"56",2018-07-30 04:20:00,"27.8","7.40","31.7","27.8","7.60","33.8","27.8","7.80","35.2"
"57",2018-07-30 04:25:00,"27.8","7.42","31.7","27.8","7.62","33.8","27.8","7.80","35.2"
"58",2018-07-30 04:30:00,"27.8","7.43","31.7","27.8","7.60","33.8","27.8","7.80","35.2"
"59",2018-07-30 04:35:00,"27.8","7.40","31.7","27.8","7.62","33.8","27.8","7.81","35.2"
"60",2018-07-30 04:40:00,"27.8","7.40","31.7","27.8","7.62","33.8","27.8","7.80","35.2"
"61",2018-07-30 04:45:00,"27.8","7.42","31.7","27.8","7.62","33.9","27.8","7.80","35.2"
"62",2018-07-30 04:50:00,"27.8","7.42","31.7","27.8","7.62","33.9","27.8","7.80","35.2"
"63",2018-07-30 04:55:00,"27.8","7.42","31.7","27.8","7.60","33.8","27.8","7.80","35.2"
"64",2018-07-30 05:00:00,"27.8","7.40","31.7","27.8","7.62","33.8","27.8","7.80","35.2"
"65",2018-07-30 05:05:00,"27.8","7.42","31.7","27.8","7.62","33.8","27.8","7.80","35.2"
"66",2018-07-30 05:10:00,"27.8","7.42","31.7","27.8","7.60","33.8","27.8","7.81","35.2"
"67",2018-07-30 05:15:00,"27.8","7.40","31.6","27.8","7.62","33.8","27.8","7.80","35.2"
"68",2018-07-30 05:20:00,"27.8","7.42","31.6","27.8","7.62","33.8","27.8","7.80","35.2"
"69",2018-07-30 05:25:00,"27.8","7.43","31.6","27.8","7.60","33.8","27.8","7.81","35.2"
