"Sample.ID","TA","Mass","Tank","Type"
"20180612_Conical2",2192.80996679929,59.63,"Conical2","Conical"
"20180612_Conical3",2191.4570936584,59.43,"Conical3","Conical"
"20180612_Conical1",2194.05809299739,59.94,"Conical1","Conical"
"20180612_Conical6",2190.15456863063,59.45,"Conical6","Conical"
"20180612_Conical5",2190.94880664074,59.77,"Conical5","Conical"
"20180612_Conical4",2193.24255400901,59.21,"Conical4","Conical"
"20180612_Conical9",2195.21217418723,59.34,"Conical9","Conical"
"20180612_Conical8",2192.65925660719,59.23,"Conical8","Conical"
"20180612_Conical7",2196.57960873534,59.08,"Conical7","Conical"
