sample,mass,salinity,Sample.ID,Type
20180717_JUNK15,59.16,34.42,JUNK15,JUNK
20180717_CRM1,59.4,33.331,CRM1,CRM
20180717_CRM2,59.52,33.331,CRM2,CRM
