sample,mass,salinity,Sample.ID,Type
20180710_Tank10,59.82,34.42,Tank10,Tank
20180710_Tank11,59.08,34.45,Tank11,Tank
20180710_Tank12,59.13,34.44,Tank12,Tank
20180710_Tank13,59.49,34.48,Tank13,Tank
20180710_Tank14,59.11,34.45,Tank14,Tank
20180710_Tank15,59.83,34.49,Tank15,Tank
