sample,mass,salinity,Sample.ID,Type
20180725_Tank14,59.88,34.48,Tank14,Tank
20180725_Tank15,59.89,34.48,Tank15,Tank
20180725_Tank11,59.87,34.46,Tank11,Tank
20180725_Tank13,59.86,34.46,Tank13,Tank
20180725_Tank12,59.28,34.45,Tank12,Tank
20180725_Tank10,59.33,34.45,Tank10,Tank
