"Sample.ID","TA","Mass","Tank","Type"
"20180608_Tank14",2160.4382405686,59.75,"Tank14","Tank"
"20180608_Tank10",2137.25508925262,59.53,"Tank10","Tank"
"20180608_Tank11",2136.48116893992,59.84,"Tank11","Tank"
"20180608_Tank12",2134.61991685435,59.72,"Tank12","Tank"
"20180608_Tank13",2137.46856797529,59.33,"Tank13","Tank"
"20180608_Tank15",2137.58597191838,59.05,"Tank15","Tank"
"20180608_CRM3",2162.65196378308,59.32,"CRM3","CRM"
"20180608_CRM4",2154.44250745208,59.49,"CRM4","CRM"
