SampleID,TA,Mass
7,2191.544534,59.96
1,2189.054719,59.12
9,2189.061196,59.59
4,2221.125825,59.59
6,2175.47269,60.6
5,2189.730352,59.64
2,2190.946593,60
8,2186.922133,59.57
3,2182.973843,60.52
