"Sample.ID","TA","Mass","Tank","Type"
"20180619_Tank10",2198.18565397626,59.7,"Tank10","Tank"
"20180619_Tank11",2157.44050185938,60.73,"Tank11","Tank"
"20180619_Tank12",2216.79185055498,59.42,"Tank12","Tank"
"20180619_Tank13",2247.55766422692,59.2,"Tank13","Tank"
"20180619_Tank14",2174.20294018202,59.75,"Tank14","Tank"
"20180619_Tank15",2199.17516178559,59.28,"Tank15","Tank"
"20180619_Conical16",2197.27867255923,59.41,"Conical16","Conical"
"20180619_Conical17",2147.40711467823,60.18,"Conical17","Conical"
"20180619_Conical18",2195.80985688019,59.43,"Conical18","Conical"
