sample,mass,salinity,Sample.ID,Type
20180706_Tank12,59.26,34.57,Tank12,Tank
20180706_Tank10,59.37,34.58,Tank10,Tank
20180706_Tank13,59.4,34.57,Tank13,Tank
20180706_Tank15,59.58,34.57,Tank15,Tank
20180706_Tank14,59.67,34.54,Tank14,Tank
20180706_Tank11,59.23,34.56,Tank11,Tank
