"Sample.ID","TA","Mass","Tank","Type"
"20180706_JUNK15",2223.46159076061,59.54,"JUNK15","JUNK"
"20180706_CRM1",2224.32665927878,59.43,"CRM1","CRM"
"20180706_CRM2",2225.02032887919,59.94,"CRM2","CRM"
