sample,mass,salinity,Sample.ID,Type
20180624_Tank11,59.42,34.41,Tank11,Tank
20180624_Tank14,59.63,34.41,Tank14,Tank
20180624_Tank15,59.28,34.45,Tank15,Tank
20180624_Conical17,59.09,34.37,Conical17,Conical
20180624_Conical16,59.22,34.39,Conical16,Conical
20180624_Tank13,59.71,34.4,Tank13,Tank
20180624_Tank10,59.31,34.4,Tank10,Tank
20180624_Tank12,59.63,34.4,Tank12,Tank
20180624_Conical18,59.6,34.34,Conical18,Conical
