DATE,PURPOSE,SOURCE,TIME POINT,CONTENTS,TUBE NUMBER,STORAGE,FREEZER BOX #,FREEZER BOX ROW #,SHIPPED TO,SHIPPING DATE
20180728,Montipora Settlement Experiment,"Tank 12, Bin 35",20:11,2 settled larvae,497,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 13, Bin 49",20:20,2 settled larvae,498,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 13, Bin 20",20:29,5 settled larvae,499,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 13, Bin26",20:40,6 settled larvae,500,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 14, Bin 47",20:56,3 settled larvae,501,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 14, Bin 90",21:09,1 settled larvae,502,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 14, Bin 28",21:13,1 settled larvae,503,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 15, Bin 1",21:37,1 settled larvae,504,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 15, Bin 31",21:40,7 settled larvae,505,"Snap frozen, -80C",,,,
20180728,Montipora Settlement Experiment,"Tank 15, Bin 6",21:42,1 settled larvae,506,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 39",10:48,2 settled larvae,509,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 13",10:59,2 settled larvae,510,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 39",11:20,35 swimming,511,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 13",11:20,58 swimming,512,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 36",13:04,24 swimming,513,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 29",13:05,82 swimming,514,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 12, Bin 40",13:36,51 swimming,515,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 12, Bin 35",13:37,68 swimming,516,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 20",13:58,2 settled larvae,517,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 56",14:02,3 settled larvae,518,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 20",13:59,25 swimming,519,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 56",14:06,38 swimming,520,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 50",14:14,11 swimming,521,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 23",14:21,30 swimming,522,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 15, Bin 11",14:35,68 swimming,523,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 15, Bin 2",14:53,30 swimming,525,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 57",14:52,3 settled larvae,524,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 57",14:54,39 swimming,526,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 41",15:09,17 swimming,527,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 44",15:15,4 settled,528,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 44",15:15,29 swimming,529,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 12, Bin 17",15:29,31 swimming,530,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 19",15:21,18 swimming,531,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 12, Bin 17",15:29,2 settled larvae,532,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 12, Bin 16",15:35,4 swimming,533,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 60",15:47,16 swimming,534,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 7",15:50,2 settled larvae,534,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 7",15:50,65 swimming,536,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 60",15:57,6 settled larvae,537,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 30",16:10,32 swimming,538,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 55",16:12,5 swimming,539,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 15, Bin 3",17:12,76 swimming,540,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 15, Bin 4",17:21,12 swimming larvae,541,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 34",17:32,1 settled larvae,542,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 34",17:32,30 swimming,543,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 54",17:41,6 settled larvae,544,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 54",17:51,72 swimming,545,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 5",18:04,14 swimming,546,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 59",18:14,19 swimming,547,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 49",18:37,38 swimming,548,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 52",18:47,17 swimming,549,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 12",18:54,13 swimming,550,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 42",19:03,50 swimming,551,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 23",19:12,15 swimming,552,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 15, Bin 58",19:17,3 swimming,553,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 15, Bin 58",19:19,1 settled larvae,554,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 45",19:29,1 settled larvae,555,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 45",19:29,62 swimming,556,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 31",19:40,4 settled,557,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 31",19:40,43 swimming,558,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 38",19:49,2 swimming,559,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 48",19:56,46 swimming,560,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 10, Bin 48",19:58,13 settled,561,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 21",20:12,49 swimming,562,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 22",20:19,15 swimming,563,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 14",20:25,10 swimming,564,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 11, Bin 15",20:29,20 swimming,565,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 12, Bin 43",20:38,4 settled,566,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 12, Bin 43",20:38,7 swimming,567,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 12, Bin 46",20:45,4 settled,568,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 12, Bin 46",20:45,20 swimming,569,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 12, Bin 18",20:54,6 swimming,570,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 37",21:10,36 swimming,571,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 24",21:20,48 swimming,572,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 27",21:27,13 swimming,573,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 13, Bin 32",21:32,3 swimming,574,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 9",21:37,12 swimming,575,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 47",21:43,29 swimming,576,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 47",21:43,1 settled larvae,577,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 25",21:52,1 settled larvae,578,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 14, Bin 23",21:52,45 swimming,579,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 15, Bin 33",22:01,27 swimming,580,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 15, Bin 1",22:09,78 swimming,581,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 15, Bin 6",22:13,31 swimming,582,"Snap frozen, -80C",,,,
20180730,Montipora Settlement Experiment,"Tank 15, Bin 51",22:22,54 swimming,583,"Snap frozen, -80C",,,,
