SampleID,TA,Mass
20180604_1,2191.600723,59.54
20180604_7,2185.720676,59.57
20180604_4,2185.943994,59.03
20180604_9,2188.258217,59.71
20180604_8,2185.370426,59.24
20180604_3,2184.597065,59.54
20180604_2,2193.820181,59.22
20180604_5,2186.521975,59.86
20180604_6,2187.764796,59.62
