Titration report,,,,, ,
Method,,,,,,
Method ID,,000,,"Release state
",Released,
Name,,URIBioMin,,Modified by,SystemInternal,
Modified on,,5/29/2018 11:13:39 AM,,,,
Titration (EP) [1],,"Scope 1/1, Sample 1/3",,,,
Measured Values,,"Scope 1/1, Sample 1/3",,,,
Time,V,Meas. value,dV,Temp.,dE,EP
[s],[mL],[mV],[mL],[°C],[mV],
0,0.0000,-38.9,,25.6,,
1,0.0010,-39.4,0.0010,25.6,-0.5,
2,0.0025,-39.5,0.0015,25.6,-0.1,
3,0.0050,-39.6,0.0025,25.6,-0.1,
4,0.0085,-39.7,0.0035,25.6,-0.1,
5,0.0150,-39.8,0.0065,25.6,-0.1,
6,0.0230,-39.7,0.0080,25.6,0.1,
7,0.0315,-39.6,0.0085,25.6,0.1,
8,0.0400,-39.4,0.0085,25.6,0.2,
9,0.0475,-39.1,0.0075,25.6,0.3,
10,0.0560,-38.8,0.0085,25.6,0.3,
11,0.0645,-38.4,0.0085,25.6,0.4,
12,0.0730,-37.9,0.0085,25.6,0.5,
13,0.0815,-37.4,0.0085,25.6,0.5,
14,0.0900,-36.7,0.0085,25.6,0.7,
15,0.0985,-36.0,0.0085,25.6,0.7,
16,0.1060,-35.3,0.0075,25.6,0.7,
17,0.1145,-34.5,0.0085,25.6,0.8,
18,0.1230,-33.8,0.0085,25.6,0.7,
19,0.1315,-32.9,0.0085,25.6,0.9,
20,0.1400,-32.0,0.0085,25.6,0.9,
21,0.1485,-31.2,0.0085,25.6,0.8,
22,0.1570,-30.4,0.0085,25.6,0.8,
23,0.1645,-29.6,0.0075,25.6,0.8,
24,0.1730,-28.7,0.0085,25.6,0.9,
25,0.1815,-27.9,0.0085,25.6,0.8,
26,0.1900,-27.1,0.0085,25.6,0.8,
27,0.1985,-26.4,0.0085,25.6,0.7,
28,0.2070,-25.5,0.0085,25.5,0.9,
29,0.2145,-24.9,0.0075,25.5,0.6,
30,0.2230,-24.1,0.0085,25.5,0.8,
31,0.2315,-23.4,0.0085,25.5,0.7,
32,0.2400,-22.6,0.0085,25.5,0.8,
33,0.2485,-21.9,0.0085,25.5,0.7,
34,0.2570,-21.3,0.0085,25.5,0.6,
35,0.2655,-20.6,0.0085,25.5,0.7,
36,0.2730,-20.0,0.0075,25.5,0.6,
37,0.2815,-19.3,0.0085,25.5,0.7,
38,0.2900,-18.6,0.0085,25.5,0.7,
39,0.2985,-18.0,0.0085,25.5,0.6,
40,0.3065,-17.4,0.0080,25.5,0.6,
41,0.3150,-16.7,0.0085,25.5,0.7,
42,0.3235,-16.1,0.0085,25.5,0.6,
43,0.3315,-15.5,0.0080,25.5,0.6,
44,0.3400,-14.9,0.0085,25.5,0.6,
45,0.3480,-14.2,0.0080,25.5,0.7,
46,0.3565,-13.6,0.0085,25.5,0.6,
47,0.3650,-13.0,0.0085,25.5,0.6,
48,0.3735,-12.5,0.0085,25.5,0.5,
49,0.3820,-12.0,0.0085,25.5,0.5,
50,0.3900,-11.4,0.0080,25.5,0.6,
51,0.3980,-10.9,0.0080,25.5,0.5,
52,0.4065,-10.3,0.0085,25.5,0.6,
53,0.4150,-9.7,0.0085,25.5,0.6,
54,0.4235,-9.2,0.0085,25.5,0.5,
55,0.4320,-8.7,0.0085,25.5,0.5,
56,0.4395,-8.2,0.0075,25.5,0.5,
57,0.4480,-7.7,0.0085,25.5,0.5,
58,0.4565,-7.2,0.0085,25.5,0.5,
59,0.4650,-6.7,0.0085,25.5,0.5,
60,0.4735,-6.1,0.0085,25.5,0.6,
61,0.4820,-5.3,0.0085,25.5,0.8,
62,0.4905,-4.5,0.0085,25.5,0.8,
63,0.4980,-3.8,0.0075,25.5,0.7,
64,0.5065,-3.2,0.0085,25.5,0.6,
65,0.5150,-2.5,0.0085,25.5,0.7,
66,0.5235,-1.8,0.0085,25.5,0.7,
67,0.5320,-1.2,0.0085,25.5,0.6,
68,0.5405,-0.5,0.0085,25.5,0.7,
69,0.5480,-0.7,0.0075,25.5,-0.2,
70,0.5565,-0.7,0.0085,25.5,0.0,
71,0.5650,-0.3,0.0085,25.5,0.4,
72,0.5735,0.2,0.0085,25.5,0.5,
73,0.5820,0.7,0.0085,25.5,0.5,
74,0.5905,1.4,0.0085,25.5,0.7,
75,0.5990,2.9,0.0085,25.5,1.5,
76,0.6065,3.2,0.0075,25.5,0.3,
77,0.6150,3.6,0.0085,25.5,0.4,
78,0.6235,4.1,0.0085,25.5,0.5,
79,0.6320,4.6,0.0085,25.5,0.5,
80,0.6405,5.0,0.0085,25.5,0.4,
81,0.6490,5.4,0.0085,25.5,0.4,
82,0.6575,5.7,0.0085,25.5,0.3,
83,0.6650,6.1,0.0075,25.4,0.4,
84,0.6735,6.5,0.0085,25.4,0.4,
85,0.6820,7.1,0.0085,25.4,0.6,
86,0.6905,7.7,0.0085,25.4,0.6,
87,0.6990,8.4,0.0085,25.4,0.7,
88,0.7075,9.1,0.0085,25.4,0.7,
89,0.7160,9.7,0.0085,25.4,0.6,
90,0.7235,10.5,0.0075,25.4,0.8,
91,0.7320,11.1,0.0085,25.4,0.6,
92,0.7405,11.7,0.0085,25.4,0.6,
93,0.7490,12.3,0.0085,25.4,0.6,
94,0.7575,12.9,0.0085,25.4,0.6,
95,0.7655,13.6,0.0080,25.4,0.7,
96,0.7735,14.2,0.0080,25.4,0.6,
97,0.7820,14.8,0.0085,25.4,0.6,
98,0.7905,15.3,0.0085,25.4,0.5,
99,0.7990,15.9,0.0085,25.4,0.6,
100,0.8070,16.5,0.0080,25.4,0.6,
101,0.8155,17.2,0.0085,25.4,0.7,
102,0.8240,17.8,0.0085,25.4,0.6,
103,0.8320,18.5,0.0080,25.4,0.7,
104,0.8400,19.1,0.0080,25.4,0.6,
105,0.8485,19.7,0.0085,25.4,0.6,
106,0.8570,20.4,0.0085,25.4,0.7,
107,0.8655,21.0,0.0085,25.4,0.6,
108,0.8740,21.7,0.0085,25.4,0.7,
109,0.8825,22.3,0.0085,25.4,0.6,
110,0.8900,23.0,0.0075,25.4,0.7,
111,0.8985,23.7,0.0085,25.4,0.7,
112,0.9070,24.5,0.0085,25.4,0.8,
113,0.9155,25.2,0.0085,25.4,0.7,
114,0.9240,26.0,0.0085,25.4,0.8,
115,0.9325,26.7,0.0085,25.4,0.7,
116,0.9410,27.4,0.0085,25.4,0.7,
117,0.9485,28.2,0.0075,25.4,0.8,
118,0.9570,28.9,0.0085,25.4,0.7,
119,0.9655,29.7,0.0085,25.4,0.8,
120,0.9740,30.5,0.0085,25.4,0.8,
121,0.9825,31.3,0.0085,25.4,0.8,
122,0.9910,32.2,0.0085,25.4,0.9,
123,0.9995,32.9,0.0085,25.4,0.7,
124,1.0070,33.8,0.0075,25.4,0.9,
125,1.0155,34.7,0.0085,25.4,0.9,
126,1.0240,35.6,0.0085,25.4,0.9,
127,1.0325,36.5,0.0085,25.4,0.9,
128,1.0410,37.4,0.0085,25.4,0.9,
129,1.0495,38.3,0.0085,25.4,0.9,
130,1.0570,39.3,0.0075,25.4,1.0,
131,1.0655,40.3,0.0085,25.4,1.0,
132,1.0740,41.3,0.0085,25.4,1.0,
133,1.0825,42.4,0.0085,25.4,1.1,
134,1.0910,43.5,0.0085,25.4,1.1,
135,1.0995,44.6,0.0085,25.4,1.1,
136,1.1070,45.6,0.0075,25.4,1.0,
137,1.1155,46.7,0.0085,25.4,1.1,
138,1.1240,47.9,0.0085,25.4,1.2,
139,1.1325,49.2,0.0085,25.4,1.3,
140,1.1410,50.5,0.0085,25.4,1.3,
141,1.1495,51.9,0.0085,25.3,1.4,
142,1.1580,53.4,0.0085,25.4,1.5,
143,1.1655,54.7,0.0075,25.4,1.3,
144,1.1740,56.2,0.0085,25.3,1.5,
145,1.1825,57.8,0.0085,25.3,1.6,
146,1.1910,59.5,0.0085,25.3,1.7,
147,1.1995,61.2,0.0085,25.3,1.7,
148,1.2080,63.1,0.0085,25.3,1.9,
149,1.2165,64.9,0.0085,25.3,1.8,
150,1.2240,66.8,0.0075,25.3,1.9,
151,1.2325,69.0,0.0085,25.3,2.2,
152,1.2410,71.4,0.0085,25.3,2.4,
153,1.2495,73.9,0.0085,25.3,2.5,
154,1.2580,76.5,0.0085,25.3,2.6,
155,1.2665,79.2,0.0085,25.3,2.7,
156,1.2745,82.1,0.0080,25.3,2.9,
157,1.2825,85.5,0.0080,25.3,3.4,
158,1.2910,89.4,0.0085,25.3,3.9,
