sample,mass,salinity,Sample.ID,Type
20180711_JUNK15,59.02,34.59,JUNK15,JUNK
20180711_CRM1,59.39,33.607,CRM1,CRM
20180711_CRM2,59.99,33.607,CRM2,CRM
