sample,mass,salinity,Sample.ID,Type
20180713_Tank11,59.89,34.42,Tank11,Tank
20180713_Tank15,59.99,34.52,Tank15,Tank
20180713_Tank10,59.99,34.41,Tank10,Tank
20180713_Tank13,59.11,34.42,Tank13,Tank
20180713_Tank12,59.67,34.38,Tank12,Tank
20180713_Tank14,59.4,34.51,Tank14,Tank
