sample,mass,salinity,Sample.ID,Type
20180630_Tank10,59.63,34.52,Tank10,Tank
20180630_Tank12,59.51,34.51,Tank12,Tank
20180630_Tank14,59.38,34.5,Tank14,Tank
20180630_Tank11,59.21,34.53,Tank11,Tank
20180630_Tank15,59.37,34.53,Tank15,Tank
20180630_Tank13,59.26,34.51,Tank13,Tank
