sample,mass,salinity,Sample.ID,Type
20180720_JUNK15,59.16,35.45,JUNK15,JUNK
20180720_CRM1,59.66,33.331,CRM1,CRM
20180720_CRM2,59.26,33.331,CRM2,CRM
