sample,mass,salinity,Sample.ID,Type
20180623_Tank11,59.4,34.37,Tank11,Tank
20180623_Tank12,59.04,34.39,Tank12,Tank
20180623_Tank10,59.2,34.39,Tank10,Tank
20180623_Tank15,59.15,34.39,Tank15,Tank
20180623_Conical16,59.28,34.44,Conical16,Conical
20180623_Conical18,59.21,34.32,Conical18,Conical
20180623_Tank13,59.09,34.37,Tank13,Tank
20180623_Conical17,59.09,34.2,Conical17,Conical
20180623_Tank14,59.57,34.35,Tank14,Tank
