mVTris,TTris
-66.8,25.03
-66.5,25.42
-66.2,25.72
-66,26.03
-65.5,26.34
-65.2,26.61
-64.8,26.89
-64.5,27.16
-64.2,27.41
-63.8,27.67
-63.4,27.96
-63.3,28.04
