mVTris,TTris
-68.1,25.08
-67.5,25.57
-67.2,25.85
-66.8,26.15
-65.9,26.80
-65.5,27.13
-65.1,27.42
-64.6,27.81
-64.3,28.10
-63.8,28.45
-63.4,28.74
-63.1,29.02
