mVTris,TTris
-64.1,24.84
-64.1,25.33
-63.6,25.55
-63.3,25.85
-62.9,25.98
-62.8,26.14
-62.6,26.14
-62.3,26.34
-62.1,26.47
-61.8,26.68
-61.6,26.85
-61.3,27.05
-61,27.32
-60.7,27.54
-60.3,27.88
-60,28.07
