mVTris,TTris
-67.2,25.05
-66.8,25.41
-66.5,25.66
-66.2,25.96
-65.8,26.15
-65.4,26.53
-65.2,26.7
-64.7,27.01
-64.4,27.26
-63.9,27.63
-63.6,27.85
-63.3,28.09
-63,28.35
-62.6,28.6
-62.1,28.98
