mVTris,TTris
-68.1,24.67
-67.6,25.08
-67.2,25.34
-66.8,25.64
-66.5,25.95
-66.1,26.23
-65.7,26.5
-65.3,26.82
-65,27.09
-64.6,27.4
-64.2,27.69
-63.9,27.99
-63.5,28.26
-63.2,28.51
-62.9,28.71
-62.6,28.97
