mVTris,TTris
-68.2,24.7
-67.8,24.97
-67.3,25.33
-67,25.6
-66.6,25.88
-66.2,26.17
-65.8,26.51
-65.5,26.79
-65.1,27.05
-64.8,27.3
-64.4,27.61
-64.1,27.86
-63.8,28.09
-63.5,28.36
-63.1,28.62
-62.7,28.98
