mVTris,TTris
-67.8,25.10
-67.2,25.51
-66.7,25.92
-66.1,26.33
-65.7,26.67
-65.1,27.10
-64.6,27.49
-64.2,27.80
-63.8,28.15
-63.4,28.48
-63.0,28.79
-62.7,29.04
