mVTris,TTris
-67.8,25.04
-67.4,25.44
-67.0,25.78
-66.6,26.10
-66.1,26.46
-65.6,26.82
-65.1,27.19
-64.7,27.55
-64.2,27.96
-63.7,28.31
-63.2,28.74
-62.9,28.99
-62.8, 29.03
