mVTris,TTris
-65.2,24.95
-64.8,25.29
-64.4,25.59
-64,25.85
-63.7,26.11
-63.4,26.38
-63,26.68
-62.6,26.99
-62.1,27.33
-61.8,27.61
-61.4,27.88
-61,28.14
-60.8,28.39
-60.4,28.68
-60,28.99
