mVTris,TTris
-67.3,25.15
-66.9,25.60
-66.3,26.03
-65.9,26.37
-65.3,26.75
-64.9,27.13
-64.4,27.53
-64.0,27.87
-63.6,28.13
-63.3,28.41
-62.9,28.71
-62.6,28.96
-62.5,29.02
