mVTris,TTris
-66.9,25.1
-66.6,25.34
-66.1,25.66
-65.7,25.98
-65.4,26.2
-64.9,26.59
-64.7,26.87
-64.3,27.09
-63.8,27.46
-63.5,27.79
-63.3,27.85
-62.8,28.3
-62.3,28.59
-62,28.8
-61.7,29.05
