mVTris,TTris
-68.3,25.04
-67.7,25.45
-67.3,25.75
-67,26
-66.6,26.28
-66.2,26.64
-65.9,26.86
-65.6,27.12
-65.2,27.39
-64.8,27.71
-64.4,28.04
-64,28.33
-63.7,28.57
-63.3,28.9
