mVTris,TTris
-67.6, 25.12
-67.3, 25.52
-66.8, 25.95
-66.4, 26.27
-66.0, 26.57
-65.6, 26.82
-65.2, 27.16
-64.9, 27.44
-64.6, 27.69
-64.3, 27.91 
-63.9, 28.20
-63.5, 28.55
-63.1, 28.84
-62.9, 29.01

