mVTris,TTris
-65.9,25
-65,25.65
-64.5,26.06
-64,26.48
-63.7,26.77
-63.2,27.14
-62.7,27.59
-62.3,27.87
-62,28.09
-61.5,28.48
-60.9,28.89
-60.4,29.32
-59.8,29.73
