mVTris,TTris
-68.0,25.20
-67.5,25.62
-67.0,26.00
-66.5,26.40
-66.1,26.69
-65.7,26.98
-65.4,27.22
-65.0,27.58
-64.6,27.87
-64.2,28.19
-63.9,28.42
-63.5,28.69
-63.1,29.00
