mVTris,TTris
-63.9,25.14
-63.6,25.46
-63.3,25.72
-62.9,26.01
-62.5,26.31
-62.1,26.59
-61.7,26.93
-61.3,27.19
-61,27.45
-60.7,27.69
-60.2,28.04
