mVTris,TTris
-67.7,25.09
-67.1,25.52
-66.7,25.87
-66.3,26.13
-65.9,26.47
-65.4,26.84
-65.0,27.13
-64.6,27.48
-64.0,27.92
-63.6,28.28
-63.0,28.69
-62.8,28.89
-62.6,29.03
