mVTris,TTris
-66.9,25.17
-66.5,25.37
-66.1,25.63
-65.8,26.03
-65.5,26.27
-65,26.63
-64.6,26.91
-64.3,27.23
-63.8,27.48
-63.5,27.91
-62.9,28.24
-62.6,28.51
-62.3,28.72
-62,28.98
