mVTris,TTris
-64.4,25.01
-64.1,25.24
-63.7,25.52
-63.4,25.74
-63.1,25.98
-62.7,26.29
-62.3,26.55
-62,26.84
-61.6,27.12
-61.2,27.43
-60.8,27.7
-60.5,27.94
-60.4,28.01
