mVTris,TTris
-64.6,24.96
-64.1,25.3
-63.7,25.56
-63.3,25.86
-62.9,26.14
-62.6,26.41
-62.2,26.81
-61.8,27.07
-61.4,27.3
-61.2,27.66
-60.7,27.91
-60.4,28.1
