sample,mass,salinity,Sample.ID,Type
20180723_Tank14,59.11,34.38,Tank14,Tank
20180723_Tank13,59.69,34.44,Tank13,Tank
20180723_Tank10,59.91,34.42,Tank10,Tank
20180723_Tank15,59.6,34.42,Tank15,Tank
20180723_Tank11,59.09,34.4,Tank11,Tank
20180723_Tank12,59.14,34.42,Tank12,Tank
