Sample.ID,TA,Mass,Tank,Type
20180727_JUNK15,2207.583297,59.28,JUNK15,JUNK
20180727_CRM1,2220.708011,59,CRM1,CRM
20180727_CRM2,2201.804738,59.79,CRM2,CRM
