sample,mass,salinity,Sample.ID,Type
20180709_JUNK15,59.87,34.48,JUNK15,JUNK
20180709_CRM1,59.24,33.607,CRM1,CRM
20180709_CRM2,59.56,33.607,CRM2,CRM
