Sample.ID,TA,Mass,Tank,Type
20180702_JUNK15,2185.840387,59.16,JUNK15,JUNK
20180702_CRM1,2188.421452,59.78,CRM1,CRM
20180702_CRM2,2154.204021,59.42,CRM2,CRM
