sample,mass,salinity,Sample.ID,Type
20180715_Tank10,59.65,34.3,Tank10,Tank
20180715_Tank11,59.99,34.36,Tank11,Tank
20180715_Tank12,59.24,34.31,Tank12,Tank
20180715_Tank13,59.55,34.38,Tank13,Tank
20180715_Tank14,59.51,34.48,Tank14,Tank
20180715_Tank15,59.45,34.42,Tank15,Tank
