"Sample.ID","TA","Mass","Tank","Type"
"20180715_JUNK15",2232.56938960907,59.65,"JUNK15","JUNK"
"20180715_CRM1",2239.84963473906,59.01,"CRM1","CRM"
"20180715_CRM2",2238.04793289503,59.92,"CRM2","CRM"
