"Sample.ID","TA","Mass","Tank","Type"
"20180724_Tank10",2200.49631562261,59.45,"Tank10","Tank"
"20180724_Tank12",2196.48664698693,59.53,"Tank12","Tank"
"20180724_Tank13",2193.17054191535,59.09,"Tank13","Tank"
"20180724_Tank11",2203.86096034861,59.59,"Tank11","Tank"
"20180724_Tank14",2208.13516583815,59.69,"Tank14","Tank"
"20180724_Tank15",2200.37737952316,59.35,"Tank15","Tank"
