Sample.ID,TA,Mass,Tank,Type
20180726_JUNK15,2216.421918,59.91,JUNK15,JUNK
20180726_CRM1,2209.98916,59.78,CRM1,CRM
20180726_CRM2,2206.213672,59.38,CRM2,CRM
