sample,mass,salinity,Sample.ID,Type
20180726_Tank11,59.51,34.48,Tank11,Tank
20180726_Tank12,59.42,34.48,Tank12,Tank
20180726_Tank14,59.17,34.46,Tank14,Tank
20180726_Tank13,59,34.49,Tank13,Tank
20180726_Tank10,59.91,34.49,Tank10,Tank
20180726_Tank15,59.04,34.5,Tank15,Tank
