sample,mass,salinity,Sample.ID,Type
20180703_Tank10,59.48,34.41,Tank10,Tank
20180703_Tank11,59.99,34.41,Tank11,Tank
20180703_Tank12,59.53,34.4,Tank12,Tank
20180703_Tank13,59.96,34.4,Tank13,Tank
20180703_Tank14,59.84,34.49,Tank14,Tank
20180703_Tank15,59.59,34.39,Tank15,Tank
