"Sample.ID","TA","Mass","Tank","Type"
"20180703_Tank10",2183.8137063246,59.48,"Tank10","Tank"
"20180703_Tank11",2160.97299096515,59.99,"Tank11","Tank"
"20180703_Tank12",2180.98772622209,59.53,"Tank12","Tank"
"20180703_Tank13",2180.95340875102,59.96,"Tank13","Tank"
"20180703_Tank14",2178.41084977885,59.84,"Tank14","Tank"
"20180703_Tank15",2190.30567814138,59.59,"Tank15","Tank"
