sample,mass,salinity,Sample.ID,Type
20180625_Tank11,59.87,34.4,Tank11,Tank
20180625_Tank14,59.47,34.37,Tank14,Tank
20180625_Tank12,59.73,34.38,Tank12,Tank
20180625_Tank10,59.26,34.31,Tank10,Tank
20180625_Tank13,59.33,34.39,Tank13,Tank
20180625_Tank15,59.71,34.39,Tank15,Tank
20180625_Conical16,59.28,34.37,Conical16,Conical
20180625_Conical17,59.44,34.4,Conical17,Conical
20180625_Conical18,59.78,34.33,Conical18,Conical
