"Sample.ID","TA","Mass","Tank","Type"
"20180728_Tank15",2171.85696017195,59.6,"Tank15","Tank"
"20180728_Tank11",2183.64657793147,59.03,"Tank11","Tank"
"20180728_Tank13",2168.52627335839,59.65,"Tank13","Tank"
"20180728_Tank12",2172.84087776435,59.37,"Tank12","Tank"
"20180728_Tank14",2178.13891821934,59.06,"Tank14","Tank"
"20180728_Tank10",2160.96299830434,59.52,"Tank10","Tank"
