sample,mass,salinity,Sample.ID,Type
20180705_Tank12,59.23,35.49,Tank12,Tank
20180705_Tank11,59.96,34.5,Tank11,Tank
20180705_Tank15,59.39,34.5,Tank15,Tank
20180705_Tank14,59.77,34.48,Tank14,Tank
20180705_Tank13,59.22,34.49,Tank13,Tank
20180705_Tank10,59.54,34.49,Tank10,Tank
