sample,mass,salinity,Sample.ID,Type
20180721_Tank10,59.7,34.57,Tank10,Tank
20180721_Tank11,59.64,34.53,Tank11,Tank
20180721_Tank12,59.04,34.55,Tank12,Tank
20180721_Tank13,59.54,34.59,Tank13,Tank
20180721_Tank14,59.44,34.55,Tank14,Tank
20180721_Tank15,59.17,34.54,Tank15,Tank
