"Sample.ID","TA","Mass","Tank","Type"
"20180721_Tank11",2197.03481593433,59.64,"Tank11","Tank"
"20180721_Tank14",2193.1090457925,59.44,"Tank14","Tank"
"20180721_Tank13",2176.26512854656,59.54,"Tank13","Tank"
"20180721_Tank12",2180.94013840588,59.04,"Tank12","Tank"
"20180721_Tank15",2182.11408825099,59.17,"Tank15","Tank"
"20180721_Tank10",2181.53831666443,59.7,"Tank10","Tank"
